Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
330063,NO,COMARCA DE CAMPO DE BELCHITE,COMARCA DE CAMPO DE BELCHITE,,24/01/2017,"CONVOCATORIA SUBVENCIONES CULTURA, ACCION SOCIAL Y DEPORTE 2016 - ASOCIACIONES",
330064,NO,MASSANASSA,AYUNTAMIENTO DE MASSANASSA,,24/01/2017,Convocatoria de una beca de postgrado para jóvenes de la provincia de Valencia,
330065,NO,FIGUERES,AYUNTAMIENTO DE FIGUERES,,24/01/2017,subvención directa por convenio a Club Excursionista Empordanès  para la organización de la Muestra de Montaña,
330066,NO,GALICIA,AGENCIA GALLEGA DE INNOVACIÓN,,24/01/2017,"Resolución de 30 de noviembre de 2015 por la que se establecen las bases reguladoras para la concesión, de las ayudas del Programa Conecta Pyme para foemntar la cooperación entre las pymes y los demás agentes del sistema regional de innovación",
330067,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,"CONVENIO COLABORACION ENTRE AYUNTAMIENTO DE TUI Y MONASTERIO SANTA MARIA CONCEPCION-HNAS CLARISAS PARA MANTENIMIENTO DEL MONASTERIO DE LAS CLARISAS DE TUI, Punto de referencia para peregrinos y visitantes de Tui, que forma parte del Conjunto Artístico Mon",
330068,NO,"FRANQUESES DEL VALLÈS, LES",PATRONATO MUNICIPAL DE DEPORTES DE LES FRANQUESES DEL VALLÈS,,24/01/2017,Decreto renovación contrato La Media Maratón 2011,
330069,NO,TARRAGONA,AYUNTAMIENTO DE TARRAGONA,,24/01/2017,Subvención nominativa Fundación Gresol Projecte Home,
330070,NO,LLIÇÀ D'AMUNT,AYUNTAMIENTO DE LLIÇÀ D'AMUNT,,24/01/2017,CONVENIO CLUB PATINATGE ARTÍSTIC 2016,
330071,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,CONVENIO DE COLABORACION ENTRE AYUNTAMIENTO DE TUI Y HERMANITAS E LOS ANCIANOS DESAMPARADOS-RESIDENCIA SAN TELMO PARA PROGRAMA DE ANTENCIÓN Y CUIDADO DE RESIDENTES QUE CARECEN DE RECURSOS ECONÓMICOS PERTENECIENTES AL AYUNTAMIENTO DE TUI 2016,
330072,NO,COMUNIDAD DE MADRID,"CONSEJERÍA DE CULTURA, TURISMO Y DEPORTE",,24/01/2017,AYUDAS A EMPRESAS PARA REALIZAR ACTIVIDADES DE TEATRO Y DANZA EN 2017,
330073,NO,ANDALUCÍA,SECRETARÍA GENERAL PARA EL TURISMO,,24/01/2017,Subv.excepcional a la Diputacion de Huelva para la celebracion del 525 aniversario descubrimiento de América,
330074,NO,TORROELLA DE MONTGRÍ,AYUNTAMIENTO DE TORROELLA DE MONTGRÍ,,24/01/2017,Convocatoria subvenciones en régimen de concurrencia competitiva de les entidades o asociaciones del municipio,
330075,NO,COMUNIDAD DE MADRID,"CONSEJERÍA DE CULTURA, TURISMO Y DEPORTE",,24/01/2017,AYUDAS A LA PROMOCIÓN DE LARGOMETRAJES EN 2017,
330076,NO,VITORIA-GASTEIZ,AYUNTAMIENTO DE VITORIA-GASTEIZ,,24/01/2017,Convocatoria de subvenciones del Ayuntamiento de Vitoria-Gasteiz a asociaciones y federaciones de asociaciones de vecinos y vecinas.Año 2017.,
330077,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,"CONVENIO DE COLABORACION ENTRE EL AYUNTAMIENTO DE TUI Y LA "ANPA AS OLIVAS" PARA EL PROGRAMA DE ACTIVIDADES EXTRAESCOLARES 2016:INFORMÁTICA, INGLÉS, JUDO, KUG-FU, MANUALIDADES....",
330078,NO,COMUNIDAD DE MADRID,"CONSEJERÍA DE CULTURA, TURISMO Y DEPORTE",,24/01/2017,AYUDAS A LA PRODUCCION DE CORTOMETRAJES EN 2017,
330079,NO,GETXO,AYUNTAMIENTO DE GETXO,,24/01/2017,CONVOCATORIA DE SUBVENCIONES ORDINARIAS A ENTIDADES CULTURALES DE GETXO PARA EL DESARROLLO DE SU ACTIVIDAD HABITUAL EN 2017,
330080,NO,COMUNIDAD DE MADRID,"CONSEJERÍA DE CULTURA, TURISMO Y DEPORTE",,24/01/2017,CONVOCATORIA AYUDAS A LA PRODUCCIÓN PROYECTOS MUSICALES 2017,
330082,NO,SANTA EULÀRIA DES RIU,AYUNTAMIENTO DE SANTA EULÀRIA DES RIU,,24/01/2017,"CONVOCATORIA INSTRUMENTAL - APROBACIÓN DE LA FIRMA DE UN CONVENIO DE COLABORACIÓN CON COOPERATIVA AGRÍCOLA SANTA EULALIA, EN MATERIA DE INVERSIONES PARA EL AÑO 2016",
330083,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,"CONVENIO COLABORACION ENTRE AYUNTAMIENTO DE TUI Y "CEP CALDELAS" PARA PROGRAMA ACTIVIDADES EXTRAESCOLARES 2016: MANUALIDADES, BALONMANO, BALONCESTO Y BIBLIOTECA",
330084,NO,MASSANASSA,AYUNTAMIENTO DE MASSANASSA,,24/01/2017,Convocatoria de Ayudas a los estudios musicales para el curso 2016-2017,
330085,NO,FIGUERES,AYUNTAMIENTO DE FIGUERES,,24/01/2017,subvención directa por convenio a Societat Coral Erato  para el proyecto de sala de baile durante los meses de noviembre y diciembre de 2016,
330086,NO,BASAURI,AYUNTAMIENTO DE BASAURI,,24/01/2017,Subvención a Comunidades de Propietarios de parte del coste de las obras derivadas de informes ITE,
330087,NO,ANDALUCÍA,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",,24/01/2017,SUBVENCION NOMINATIVA AL CSIC PARA LA CASA DE LA CIENCIA 2016,
330088,NO,TONA,AYUNTAMIENTO DE TONA,,24/01/2017,Convocatoria nominativa subvención ADF Fontfreda Prevención Incendios forestales,
330089,NO,CABILDO INSULAR DE TENERIFE,INSTITUTO INSULAR DE ATENCIÓN SOCIAL Y SOCIO-SANITARIA,,24/01/2017,ACUERDO 8 DEL CONSEJO RECTOR IASS DEL 28/11/2016 SUBVENCION DIRECTA PARA LA EJECUCION OBRAS CONSTRUCCION COMPLEJO ASISTENCIAL PARA PERSONAS CON DISCAPACIDAD INTELECTUAL EN LA AVDA. LA SALLE,
330090,NO,FRAGA,AYUNTAMIENTO DE FRAGA,,24/01/2017,SUBVENCION NOMINATIVA ACCIONES DE AYUDA A LOS MAS NECESITADOS 2016,
330091,NO,ANDALUCÍA,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",,24/01/2017,SUBVENCION NOMINATIVA A LA UNIVERSIDAD UPO FUNCIONAMIENTO CABD 2016,
330092,NO,ANDALUCÍA,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",,24/01/2017,SUBVENCION NOMINATIVA CSIC PARA CENTRO ISLA DE LA CARTUJA 2016,
330093,NO,ANDALUCÍA,"CONSEJERÍA DE UNIVERSIDAD, INVESTIGACIÓN E INNOVACIÓN",,24/01/2017,SUBVENCION NOMINATIVA A LA UNIVERSIDAD DE SEVILLA USE FUNCIONAMIENTO CNA 2016,
330094,NO,XÀTIVA,AYUNTAMIENTO DE XÀTIVA,,24/01/2017,Conveni de col·laboració entre la Junta Local Fallera i l'Ajuntment de Xàtiva per a la execució d'actes fallers i concessió d'una subvenció directa per a l'exercici faller 2017,
330096,NO,ANDALUCÍA,DIRECCIÓN GENERAL DE POLÍTICAS ACTIVAS DE EMPLEO,,24/01/2017,SUBVENCION NOMINATIVA FAISEM 2016,
330097,NO,CABILDO INSULAR DE FUERTEVENTURA,CABILDO INSULAR DE FUERTEVENTURA,,24/01/2017,CONVENIO CON EL AYUNTAMIENTO DE PUERTO DEL ROSARIO PARA EL PLAN DE EMBELLECIMIENTO DE PUERTO LAJAS: FASE II,
330098,NO,GALICIA,CONSELLERÍA DE ECONOMÍA E INDUSTRIA,,24/01/2017,Premios Certamen Cooperativismo en la enseñanza 2017,
330099,NO,GALICIA,CONSELLERÍA DE ECONOMÍA E INDUSTRIA,,24/01/2017,Premios a la Cooperación 2017,
330100,NO,DIPUTACIÓN PROV. DE SEGOVIA,DIPUTACIÓN PROVINCIAL DE SEGOVIA,,24/01/2017,"EXTRACTO DEL ACUERDO DE LA JUNTA DE GOBIERNO DE LA DIPUTACIÓN DE SEGOVIA DE 23 DE ENERO DE 2017, DE APROBACIÓN DE BASES PARA LA CONCESIÓN DE AYUDAS A YUNTAMIENTOS O ENTIDADES LOCALES DE LA PROVINCIA PARA FINANCIAR OBRAS Y SUMINISTROS DE BAJO COSTE, 2017.",
330101,NO,ALELLA,AYUNTAMIENTO DE ALELLA,,24/01/2017,CONVOCATORIA PRESTACIONES A MENORES CURSOS 16-17 (ENERO A JUNIO 2017),
330102,NO,ANDALUCÍA,"D. G. DE INTERIOR, EMERGENCIAS Y PROTECCIÓN CIVIL",,24/01/2017,SUBVENCION NOMINATIVA C.O.PSICOLOGIA AND.OCCIDENTAL 2016,
330103,NO,ANDALUCÍA,SECRETARÍA GENERAL PARA EL DEPORTE,,24/01/2017,SUBVENCION NOMINATIVA FAO 2016,
330104,NO,ANDALUCÍA,SECRETARÍA GENERAL DE ACCIÓN EXTERIOR,,24/01/2017,CONVOCATORIA SUBV NOM FTCM 2016,
330105,NO,ESTADO,"MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN",SECRETARÍA GENERAL DE PESCA,24/01/2017,"PRÓRROGA ORDEN AAA/1316/2015 DE 17 JUNIO, CONVOCA BECAS DE FORMACION PRACTICA PARA TITULADOS UNIVERSITARIOS EN MATERIA DE ECONOMIA Y COMERCIALIZACION PESQUERA",
330106,NO,CIUDAD RODRIGO,AYUNTAMIENTO DE CIUDAD RODRIGO,,24/01/2017,Subvenión a Asociación Amigos Ilusión Cabalgata Reyes,
330107,NO,ANDALUCÍA,D. G. DE ADMINISTRACIÓN LOCAL,,24/01/2017,SUBVENCION NOMINATIVA FAMP-2016,
330109,NO,LLIÇÀ D'AMUNT,AYUNTAMIENTO DE LLIÇÀ D'AMUNT,,24/01/2017,CONVENIO CLUB PATÍ LLIÇÀ D`AMUNT 2016,
330110,NO,LA RIOJA,CONSEJERÍA DE DESARROLLO ECONÓMICO E INNOVACIÓN,,24/01/2017,"Convocan subvenciones destinadas a la Administración Local para la restauración de ermitas, iglesias, retablos y demás elementos singulares",
330111,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,CONVENIO DE COLABORACIÓN ENTRE AYUNTAMIENTO DE TUI Y LA "ANPA CEIP GUILLAREI SAN MAMEDE" PARA PROGRAMA DE ACTIVIDADES EXTRAESCOLARES 2016: VISITAS A MUSEOS E EXCURSIONS FORMATIVAS,
330112,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,CONVENIO DE COLABORACION AYUNTAMIENTO DE TUI Y LA "ANPA TYDE (CRA) PARA PROGRAMA DE ACTIVIDADES EXTRAESCOLARES 2016: SAÍDAS-VISITAS CULTURAIS E ACTIVIDADE FIN DE CURSO,
330113,NO,ARCHIDONA,AYUNTAMIENTO DE ARCHIDONA,,24/01/2017,"Subvención prevista nominativamente en el Presupuesto de la entidad a Hnas, de la Cruz",
330114,NO,BASAURI,AYUNTAMIENTO DE BASAURI,,24/01/2017,Premios por asistencia al concurso de disfraces-KARNABAS 2017. Categoría Infantil,
330115,NO,BASAURI,AYUNTAMIENTO DE BASAURI,,24/01/2017,"Premios por asistencia al concurso de disfraces- KARNABAS 2017, categoría familiar",
330116,NO,BASAURI,AYUNTAMIENTO DE BASAURI,,24/01/2017,Premios Karnabas 2017 en la categoría "Hostelería y comercio. Mejor establecimiento ambientado",
330117,NO,CABILDO INSULAR DE TENERIFE,INSTITUTO INSULAR DE ATENCIÓN SOCIAL Y SOCIO-SANITARIA,,24/01/2017,DECRETO 1747 SUBVENCION DIRECTA PARA REFORMA DE LAS INSTALACIONES TERMICAS PARA AGUA CALIENTE SANITARIA,
330118,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,CONVENIO COLABORACIÓN ENTRE AYUNTAMIENTO DE TUI Y LA "ANPA CEIP RANDUFE" PARA PROGRAMA DE ACTVIDADES EXTRAESCOLARES 2016:DEPORTIVAS Y EXCURSIONES,
330119,NO,CABILDO INSULAR DE LA PALMA,EXCMO. CABILDO INSULAR DE LA PALMA,,24/01/2017,"RESOLUCION DE FECHA 25 OCTUBRE 2016, DE LA CONSEJERA INSULAR DEPORTES, POR LA QUE SE CONCEDE SUBVENCION PARA GASTOS DE LOS TECNICOS DEPORTIVOS ASIGNADOS PROMOCION DEPORTIVA BÁSICA CAMPAÑA 2016/2017 COMPRENSIVO MENSUALIDADES OCTUBRE-DICIEMBRE 2016",
330120,NO,DIPUTACIÓN PROV. DE SEGOVIA,DIPUTACIÓN PROVINCIAL DE SEGOVIA,,24/01/2017,"EXTRACTO DEL ACUERDO DE LA JUNTA DE GOBIERNO DE LA DIPUTACIÓN DE SEGOVIA DE 23 DE ENERO DE 2017, DE BASES PARA LA CONCESIÓN DE AYUDAS A AYUNTAMIENTOS O ENTIDADES LOCALES MENORES DE LA PROVINCIA PARA FINANCIAR EL PLAN DE REDES 2017, SECCIÓN ABASTECIMIENTO.",
330121,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,"CONVENIO COLABORACION ENTRE EL AYUNTAMIENTO DE TUI Y LA "ANPA COLEGIO MARISTA SANTA MARIA" PARA PROGRAMA DE ACTIVIDADES EXTRAESCOLARES 2016: ALOHA, INGLES, JUDO, FUTBOL, ROBOTICA, BASKET Y CORO",
330122,NO,ARCHIDONA,AYUNTAMIENTO DE ARCHIDONA,,24/01/2017,Subvención prevista nominativamente en el Presupuesto de la entidad a Asoc. Vecinos Estación de la Romera: Fiestas S. Aurelio,
330123,NO,COMUNIDAD FORAL DE NAVARRA,DEPARTAMENTO DE INDUSTRIA Y DE TRANSICION ECOLOGICA Y DIGITAL EMPRESARIAL,,24/01/2017,Ayudas para la realización de proyectos estratégicos de I+D 2017-2019,
330124,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,"CONVENIO DE COLABORACIÓN ENTRE AYUNTAMIENTO DE TUI Y LA "ANPA O MENCECER CEIP DE REBORDANS" PARA PROGRAMA ACTIVIDADES EXTRAESCOLARES 2016: aJEDREZ, IDIOMAS, MANUALIDADES, PATINAJE, BALONMANO Y NATACIÓN",
330125,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,CONVENIO DE COLABORACIÓN ENTRE AYUNTAMIENTO DE TUI Y LA "ANPA A PROTELIÑA PAZOS DE REIS" PARA PROGRAMA DE ACTIVIDADES EXTRAESCOLARES 2016: ACTIVIDADES Y SALIDA LUDICO-FORMATIVAS EN COLABORACIÓN CON LA ESCUELA,
330126,NO,BASAURI,AYUNTAMIENTO DE BASAURI,,24/01/2017,"Premios por asistencia al concurso de disfraces- Karnabas 2017, categoría Senior.",
330127,NO,ARCHIDONA,AYUNTAMIENTO DE ARCHIDONA,,24/01/2017,Subvención prevista nominativamente en el Presupuesto de la entidad a Cofradía Virgen de Gracia de Madrid,
330128,NO,OLÈRDOLA,AYUNTAMIENTO DE OLÈRDOLA,,24/01/2017,SUBVENCION AYUDA SERVICIOS SOCIALES,
330129,NO,DIPUTACIÓN PROV. DE SEGOVIA,DIPUTACIÓN PROVINCIAL DE SEGOVIA,,24/01/2017,EXTRACTO DEL ACUERDO DE LA JUNTA DE GOBIERNO DE LA DIPUTACIÓN DE SEGOVIA DE 23 DE ENERO DE 2017 DE APROBACIÓN DE BASES PARA LA CONCESIÓN DE AYUDAS A AYUNTAMIENTOS O ENTID. LOCALES DE LA PROVINCIA PARA FINANCIAR EL PLAN REDES 2017. SECCIÓN ALCANTARILLADO.,
330130,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,"CONVENIO DE COLABORACION ENTRE AYUNTAMIENTO DE TUI Y LA "ANPA DIOMEDES" PARA PROGRAMA DE ACTIVIDADES EXTRAESCOLARES 2016: BIBLIOTECA, XADREZ, INGLÉZ, ZUMBA, ROBOTICA, COCIÑA, E SAÍDAS PEDAGÓXICAS",
330131,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,CONVENIO DE COLABORACION ENTRE EL AYUNTAMIENTO DE TUI Y LA ASOCIACION AMIGOS DE LA CATEDRAL PARA PROGRAMA DE ACTIVIDADE DE MUSICA SACRA 2016 (ORGANIZACIÓN XXII CICLO IBERICO DE MUSICA SACRA),
330132,NO,ARCHIDONA,AYUNTAMIENTO DE ARCHIDONA,,24/01/2017,Subvención prevista nominativamente en el Presupuesto de la entidad a Centro Cultural Andaluz H.R. Virgen de Gracia,
330133,NO,OLÈRDOLA,AYUNTAMIENTO DE OLÈRDOLA,,24/01/2017,AYUDA SERVICIOS SOCIALES,
330134,NO,DIPUTACIÓN PROV. DE SEGOVIA,DIPUTACIÓN PROVINCIAL DE SEGOVIA,,24/01/2017,"EXTRACTO DEL ACUERDO DE LA JUNTA DE GOBIERNO DE LA DIPUTACIÓN DE SEGOVIA DE 23 ENERO 2017, APROBACIÓN BASES CONCESIÓN DE AYUDAS A AYTOS O ENTIDADES LOCALES PROV. SEGOVIA PARA FINANCIAR PLAN REHABILITACIÓN CASAS CONSISTORIALES Y EDIFICIOS MUNICIPALES, 2017",
330135,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,"CONVENIO DE COLABORACIÓN ENTRE EL AYUNTAMIENTO DE TUI Y LICEO CASINO DE TUI PARA PROGRAMA DE ACTIVIDADES CULTURALES Y DEPORTIVAS 2016 (FIESTA INFANTIL CARNAVAL, FERIA ARTESANIA, ESCUELA DE AJEDREZ, CAMPEONATO TENIS MESA, CONCIERTOS MUSICALES",
330136,NO,OLÈRDOLA,AYUNTAMIENTO DE OLÈRDOLA,,24/01/2017,AYUDA SERVICIOS SOCIALES,
330137,NO,OLÈRDOLA,AYUNTAMIENTO DE OLÈRDOLA,,24/01/2017,AYUDA SERVICIOS SOCIALES,
330138,NO,CERDANYOLA DEL VALLÈS,AYUNTAMIENTO DE CERDANYOLA DEL VALLÈS,,24/01/2017,CONVOCATORIA PREMIOS LITERARIOS CIUDAD DE CERDANYOLA DEL VALLÈS,
330139,NO,VILANOVA I LA GELTRÚ,AYUNTAMIENTO DE VILANOVA I LA GELTRÚ,,24/01/2017,Subvención IBI Entidades,
330140,NO,GALICIA,AGENCIA GALLEGA DE DESARROLLO RURAL (AGADER),,24/01/2017,"Resolución de 30 de diciembre de 2016 del director general de la Agader por la que se convocan, mediante tramitación anticipada de gasto, subvenciones para la ejecución de proyectos al amparo de la submedida 19.2 del PDR de Galicia 2014 -2020",
330142,NO,ESTADO,"MINISTERIO DE LA PRESIDENCIA, JUSTICIA Y RELACIONES CON LAS CORTES",CENTRO DE ESTUDIOS POLÍTICOS Y CONSTITUCIONALES,24/01/2017,"Resolución de 23 de enero de 2017, del Centro de Estudios Políticos y Constitucionales, por la que se convoca el Premio "Francisco Tomás y Valiente" 2017.",
330143,NO,REGIÓN DE MURCIA,"CONSEJERÍA DE MEDIO AMBIENTE, UNIVERSIDADES, INVESTIGACIÓN Y MAR MENOR",,24/01/2017,SUBVENCION NOMINATIVA UNED CARTAGENA FUNCIONAMIENTO GENERAL 2017,
330144,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,"CONVENIO COLABORACIÓN ENTRE AYUNTAMIENTO DE TUI Y EL CLUB "A QUINTA DE TUI FUTSAL" PARA PROGRAMA DE ACTIVIDADES DEPORTIVAS DE FUTBOL SALA NAS CATEGORIAS XUVENIL, INFANTIL, ALEVIN, BENXAMIN E MINI, ANUALIDAD 2016",
330145,NO,FUENLABRADA,AYUNTAMIENTO DE FUENLABRADA,,24/01/2017,ACUERDO DE JUNTA DE GOBIERNO LOCAL DE FECHA 30 DE DICIEMBRE DE 2016 (FOD) POR EL QUE SE CONVOCAN LOS PREMIOS CORRESPONDIENTES AL XVII CERTAMEN CARTAS POR LA PAZ Y SOLIDARIDAD 2017,
330146,NO,REGIÓN DE MURCIA,"CONSEJERÍA DE MEDIO AMBIENTE, UNIVERSIDADES, INVESTIGACIÓN Y MAR MENOR",,24/01/2017,"SUBVENCION NOMINATIVA UNED EXTENSIONES  CARAVACA, LORCA Y YECLA 2017",
330147,NO,TINEO,AYUNTAMIENTO DE TINEO,,24/01/2017,SUBVENCION VERONICA PEREZ RODRIGUEZ,
330148,NO,GALICIA,PRESIDENCIA DE LA XUNTA DE GALICIA,,24/01/2017,CONVENIO DE COOPERACIÓN ENTRE A SECRETARÍA XERAL PARA O DEPORTE DA XUNT DE GALICIA E O CONCELLO DE LOBIOS PARA A CONSTRUCIÓN DE SALAS MULTIUSOS NO POLIDEPORTIVO MUNICIPAL,
330149,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,"CONVENIO COLABORACION ENTRE AYUNTAMIENTO DE TUI Y CLUB DE PIRAGUISMO PENEDO PARA ACTIVIDADES DEPORTIVAS PIRAGUISMO Y PARTICIPACIÓN EN PRUEBAS DE LAS FEDERACIONES ESPAÑOLA Y GALLEGA EN LAS MODALIDADES DE AUGAS BRAVAS, KAYAK POLO Y AGUAS TRANQUILAS CATEGORI",
330150,NO,DIPUTACIÓN PROV. DE SEVILLA,DIPUTACIÓN PROVINCIAL DE SEVILLA,,24/01/2017,Convenio Específico de colaboración con la Fundación Banco de Alimentos de Sevilla para la adquisición de alimentos,
330151,NO,SANT PERE DE RIUDEBITLLES,AYUNTAMIENTO DE SANT PERE DE RIUDEBITLLES,,24/01/2017,CONVENI 2016 ESCOLA SANT JERONI,
330152,NO,TUI,AYUNTAMIENTO DE TUI,,24/01/2017,"CONVENIO DE COLABORACION ENTRE AYUNTAMIENTO DE TUI Y CLUB KAYAK TUDENSE PARA ACTIVIDADES DEPORTIVAS PIRAGUISMO: MARATON Y AGUAS TRANQUILAS, PARTICIPACIÓN EN PRUEBAS FEDERACION GALLEGA Y ESPAÑOLA, COMPETICIONES INTERNACIONALES, CATEGORIAS BASE, ANUALIDAD 2",
330153,NO,COMUNITAT VALENCIANA,"SECRETARIA AUTONÓMICA DE INDUSTRIA, COMERCIO Y CONSUMO",,24/01/2017,"Convenio entre la Generalitat, a través de la Conselleria de Economía Sostenible, Sectores Productivos, Comercio y Trabajo y la Institución Ferial Alicantina, para la financiaciónd e la adecuación de sus instalaciones.",
330154,NO,CABILDO INSULAR DE GRAN CANARIA,CONSORCIO DE VIVIENDAS DE GRAN CANARIA,,24/01/2017,CV SUBVENCIONES PARA OBRAS DE REPARACIÓN EN VIVIENDAS DE PRIMERA NECESIDAD AÑO 2016,
330155,NO,DIPUTACIÓN PROV. DE VALLADOLID,DIPUTACIÓN PROVINCIAL DE VALLADOLID,,24/01/2017,Decreto nÂº 1.949 de fecha 22 de junio de 2016 por el que se aprueba el convenio de colaboración con el Consejo Regulador de la D.O. Cigales para la celebración de su XXV aniversario,
330156,NO,DIPUTACIÓN PROV. DE VALLADOLID,DIPUTACIÓN PROVINCIAL DE VALLADOLID,,24/01/2017,"CONVENIO PARA LA PROMOCIÓN DEL AJO DE VALLELADO ENTRE LA JCYL, DIPUTACIONES DE VALLADOLID Y SEGOVIA Y LA ASOCIACIÓN PARA LA PROMOCIÓN DEL AJO DE VALLELADO",
330157,NO,CABILDO INSULAR DE GRAN CANARIA,CONSORCIO DE VIVIENDAS DE GRAN CANARIA,,24/01/2017,CV SUBVENCIÓN NOMINATIVA A LA FUNDACIÓN CANARIA UNIVERSITARIA DE LAS PALMAS PARA EL PROGRAMA DE FORMACIÓN "DUAL INSERTA",
330159,NO,CABILDO INSULAR DE LA PALMA,EXCMO. CABILDO INSULAR DE LA PALMA,,24/01/2017,"RESOLUCION DE FECHA 25 OCTUBRE 2016, DE LA CONSEJERA INSULAR DEPORTES, POR LA QUE SE CONCEDE SUBVENCION PARA GASTOS DE LOS TECNICOS DEPORTIVOS ASIGNADOS PROMOCION DEPORTIVA BÁSICA CAMPAÑA 2016/2017 (MENSUALIDADES OCTUBRE-DICIEMBRE 2016)",
330160,NO,SANT FELIU DE GUÍXOLS,AYUNTAMIENTO DE SANT FELIU DE GUIXOLS,,24/01/2017,RESOLUCIÓN DE 13 DE ENERO DE 2017  POR DECRETO DE ALCALDIA DEL AYUNTAMIENTO DE ST FELIU DE GUIXOLS POR LA QUE SE CONCEDE SUBVENCIÓN PARA FOMENTAR ACTIVIDADES RELACIONADAS CON LA NATACION,
330161,NO,"MANCOMUNIDAD DEPORTIVA ARAITZ, ARESO, BETELU, LARRAUN, LEKUNBERRI","MANCOMUNIDAD DEPORTIVA ARAITZ, ARESO, BETELU, LARRAUN, LEKUNBERRI",,24/01/2017,Convocatoria de subvenciones para el fomento de actividades deportivas,
330162,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,"FUNDACIÓN EOI, F.S.P.",24/01/2017,Subvención para la realización de contratos de jóvenes de más de 16 años y menores de 30 años en el marco del Programa operativo de Empleo Juvenil,
330163,NO,CARTAGENA,AYUNTAMIENTO DE CARTAGENA,,25/01/2017,EXPEDIENTE DE SUBVENCION DIRECTA PARA LA ASOCIACION SOI (SERVICIO DE OCIO INCLUSIVO) AL OBJETO DE DESARROLLAR UN PROYECTO DE HOTELES ACCESIBLES PARA LA PROMOCIÓN DEL TURISMO SOLIDARIO Y ACCESIBLE DIRIGIDO A PERSONAS CON DISCAPACIDAD,
330164,NO,ILLES BALEARS,FONDO DE GARANTÍA AGRARIA Y PESQUERA DE LAS ISLAS BALEARES (FOGAIBA),,25/01/2017,Ayudas comunitarias directas a la agricultura y a la ganadería,
330165,NO,BILBAO,AYUNTAMIENTO DE BILBAO,,25/01/2017,XVIII EDICIÓN DEL PREMIO DE ENSAYO MIGUEL DE UNAMUNO,
330166,NO,DIPUTACIÓN PROV. DE VALLADOLID,DIPUTACIÓN PROVINCIAL DE VALLADOLID,,25/01/2017,Decreto presidencia nÂº 3.295 y 4019 de fecha 05/10/16 y 16/11/16 aprobacion convenio Ayto Medina del Campo Residencia Primitivo Mielgo,
330167,NO,DIPUTACIÓN PROV. DE VALLADOLID,DIPUTACIÓN PROVINCIAL DE VALLADOLID,,25/01/2017,XVIII CONCURSO LITERARIO "VAMOS A TRATARNOS BIEN",
330168,NO,DIPUTACIÓN PROV. DE VALLADOLID,DIPUTACIÓN PROVINCIAL DE VALLADOLID,,25/01/2017,Acuerdo Junta de Gobierno nÂº 36/16 de 18/03/16 Convenio para realización "XIII Curso Arqueología Campo de Trabajo Matallana 2016",
330169,NO,DIPUTACIÓN PROV. DE VALLADOLID,DIPUTACIÓN PROVINCIAL DE VALLADOLID,,25/01/2017,Decreto de Presidencia nÂº 4.573 de 16 diciembre 2016 por el que se aprueba convenio con Fundación Triangulo para realizacion de actividades,
330170,NO,DIPUTACIÓN PROV. DE VALLADOLID,DIPUTACIÓN PROVINCIAL DE VALLADOLID,,25/01/2017,Decreto nÂº 3.894 de fecha 10 de noviembre por el que se aprueba el convenio con la Asociación de Empresarios de Turismo Rural para la promoción del turismo rural en la provincia,
330171,NO,DIPUTACIÓN PROV. DE VALLADOLID,DIPUTACIÓN PROVINCIAL DE VALLADOLID,,25/01/2017,SUBVENCION NOMINATIVA AYUNTAMIENTO DE VILLANUEVA DE SAN MANCIO FONDO DE ACTIVIDADES Y SERVICIOS 2016,
330172,NO,DIPUTACIÓN PROV. DE VALLADOLID,DIPUTACIÓN PROVINCIAL DE VALLADOLID,,25/01/2017,SUBVENCION NOMINAL AYUNTAMIENTO DE VILLANUEVA DE SAN MANCIO APOYO ECONOMICO A LOS AYUNTAMIENTOS,
